season,candidate,GAME_ID,Date,HomeTeam,AwayTeam,HomeSpread_AtOpen,HomeSpread_AtClose,Over_AtOpen,Over_AtClose,2H_HomeSpread,2H_Over,HomeML,AwayML,ht_margin,actual_withot,expected,baseline_err,sqerr
2019/20,7,0021900015,2019-10-24,HOU,MIL,-2.0,-1.5,231.5,231.0,4.5,117.5,-120,100,16.0,-22.0,-4.5,-17.5,306.25
2019/20,7,0021900328,2019-12-06,SAS,SAC,-3.5,-4.0,215.0,214.5,1.0,104.5,-185,155,10.0,-9.0,-1.0,-8.0,64.0
2019/20,8,0021900004,2019-10-23,IND,DET,-5.0,-7.0,210.0,211.0,-4.5,104.0,-300,240,1.0,-10.0,4.5,-14.5,210.25
2019/20,8,0021900008,2019-10-23,PHI,BOS,-6.0,-5.5,215.0,214.5,-3.5,110.5,-240,190,1.0,13.0,3.5,9.5,90.25
2019/20,8,0021900015,2019-10-24,HOU,MIL,-2.0,-1.5,231.5,231.0,4.5,117.5,-120,100,16.0,-22.0,-4.5,-17.5,306.25
2019/20,8,0021900339,2019-12-08,WAS,LAC,7.5,9.0,238.5,236.0,7.0,116.5,350,-450,-1.0,-15.0,-7.0,-8.0,64.0
2019/20,9,0021900004,2019-10-23,IND,DET,-5.0,-7.0,210.0,211.0,-4.5,104.0,-300,240,1.0,-10.0,4.5,-14.5,210.25
2019/20,9,0021900008,2019-10-23,PHI,BOS,-6.0,-5.5,215.0,214.5,-3.5,110.5,-240,190,1.0,13.0,3.5,9.5,90.25
2019/20,9,0021900015,2019-10-24,HOU,MIL,-2.0,-1.5,231.5,231.0,4.5,117.5,-120,100,16.0,-22.0,-4.5,-17.5,306.25
2019/20,9,0021900341,2019-12-08,POR,OKC,-4.0,-4.0,223.0,223.0,-4.0,109.5,-180,150,-8.0,-4.0,4.0,-8.0,64.0
2019/20,10,0021900004,2019-10-23,IND,DET,-5.0,-7.0,210.0,211.0,-4.5,104.0,-300,240,1.0,-10.0,4.5,-14.5,210.25
2019/20,10,0021900008,2019-10-23,PHI,BOS,-6.0,-5.5,215.0,214.5,-3.5,110.5,-240,190,1.0,13.0,3.5,9.5,90.25
2019/20,10,0021900015,2019-10-24,HOU,MIL,-2.0,-1.5,231.5,231.0,4.5,117.5,-120,100,16.0,-22.0,-4.5,-17.5,306.25
2019/20,10,0021900408,2019-12-18,DET,TOR,3.5,2.5,217.0,217.0,-1.0,107.0,125,-145,-6.0,-7.0,1.0,-8.0,64.0
2019/20,11,0021900004,2019-10-23,IND,DET,-5.0,-7.0,210.0,211.0,-4.5,104.0,-300,240,1.0,-10.0,4.5,-14.5,210.25
2019/20,11,0021900008,2019-10-23,PHI,BOS,-6.0,-5.5,215.0,214.5,-3.5,110.5,-240,190,1.0,13.0,3.5,9.5,90.25
2019/20,11,0021900015,2019-10-24,HOU,MIL,-2.0,-1.5,231.5,231.0,4.5,117.5,-120,100,16.0,-22.0,-4.5,-17.5,306.25
2019/20,11,0021900417,2019-12-19,MIL,LAL,-4.5,-3.5,225.0,227.0,4.0,110.0,-160,140,19.0,-12.0,-4.0,-8.0,64.0
2019/20,12,0021900004,2019-10-23,IND,DET,-5.0,-7.0,210.0,211.0,-4.5,104.0,-300,240,1.0,-10.0,4.5,-14.5,210.25
2019/20,12,0021900008,2019-10-23,PHI,BOS,-6.0,-5.5,215.0,214.5,-3.5,110.5,-240,190,1.0,13.0,3.5,9.5,90.25
2019/20,12,0021900015,2019-10-24,HOU,MIL,-2.0,-1.5,231.5,231.0,4.5,117.5,-120,100,16.0,-22.0,-4.5,-17.5,306.25
2019/20,12,0021900532,2020-01-04,GSW,DET,3.5,3.0,215.5,213.5,2.0,104.0,130,-150,3.0,-10.0,-2.0,-8.0,64.0
2019/20,13,0021900004,2019-10-23,IND,DET,-5.0,-7.0,210.0,211.0,-4.5,104.0,-300,240,1.0,-10.0,4.5,-14.5,210.25
2019/20,13,0021900008,2019-10-23,PHI,BOS,-6.0,-5.5,215.0,214.5,-3.5,110.5,-240,190,1.0,13.0,3.5,9.5,90.25
2019/20,13,0021900015,2019-10-24,HOU,MIL,-2.0,-1.5,231.5,231.0,4.5,117.5,-120,100,16.0,-22.0,-4.5,-17.5,306.25
2019/20,13,0021900534,2020-01-05,LAC,NYK,-9.0,-9.5,222.5,221.0,-4.0,109.0,-550,400,7.0,-4.0,4.0,-8.0,64.0
2019/20,14,0021900004,2019-10-23,IND,DET,-5.0,-7.0,210.0,211.0,-4.5,104.0,-300,240,1.0,-10.0,4.5,-14.5,210.25
2019/20,14,0021900008,2019-10-23,PHI,BOS,-6.0,-5.5,215.0,214.5,-3.5,110.5,-240,190,1.0,13.0,3.5,9.5,90.25
2019/20,14,0021900015,2019-10-24,HOU,MIL,-2.0,-1.5,231.5,231.0,4.5,117.5,-120,100,16.0,-22.0,-4.5,-17.5,306.25
2019/20,14,0021900558,2020-01-08,ATL,HOU,8.0,8.0,235.0,237.0,0.0,114.5,280,-360,-15.0,8.0,-0.0,8.0,64.0
2019/20,15,0021900004,2019-10-23,IND,DET,-5.0,-7.0,210.0,211.0,-4.5,104.0,-300,240,1.0,-10.0,4.5,-14.5,210.25
